n, time_ns, comparisons, allocations, max_recursion_depth
8240, 323400, 83010, 157, 9
8250, 305400, 72960, 140, 11
8260, 162000, 42067, 56, 8
8270, 309700, 77173, 136, 10
8280, 313800, 84869, 145, 11
8290, 490800, 82045, 154, 9
8300, 309700, 72444, 133, 8
8310, 313700, 73769, 136, 9
8320, 162700, 40727, 53, 8
8330, 335400, 78052, 146, 10
8340, 324100, 82172, 147, 9
8350, 318500, 82217, 123, 8
8360, 161900, 38543, 59, 9
8370, 313800, 77423, 140, 9
8380, 309200, 81281, 142, 9
8390, 316400, 77919, 142, 9
8400, 308300, 74597, 131, 11
8410, 284100, 72815, 121, 8
8420, 317700, 84075, 152, 10
8430, 317800, 81457, 156, 10
8440, 327000, 78571, 157, 9
8450, 332200, 80873, 147, 10
8460, 329700, 84297, 157, 9
8470, 322100, 79498, 149, 8
8480, 342500, 81120, 161, 9
8490, 344700, 76567, 161, 9
8500, 490800, 83289, 149, 8
8510, 348500, 82222, 154, 9
8520, 359900, 79770, 140, 10
8530, 349500, 78825, 147, 10
8540, 396600, 79532, 148, 9
8550, 357100, 81467, 157, 10
8560, 327200, 80438, 148, 8
8570, 334700, 83485, 146, 9
8580, 174000, 41469, 62, 9
8590, 324100, 78393, 143, 8
8600, 470000, 71324, 121, 9
8610, 407000, 75373, 137, 11
8620, 446700, 85564, 142, 10
8630, 388500, 77055, 150, 9
8640, 423700, 79878, 151, 10
8650, 345500, 84889, 156, 9
8660, 345800, 73579, 142, 10
8670, 329500, 71499, 90, 9
8680, 347400, 78518, 155, 9
8690, 460300, 82061, 152, 9
8700, 451800, 83816, 148, 8
8710, 405900, 81816, 136, 10
8720, 464900, 83593, 143, 11
8730, 710800, 82178, 141, 10
8740, 567300, 82800, 161, 9
8750, 385500, 84967, 163, 9
8760, 350500, 89417, 157, 10
8770, 348500, 77798, 156, 9
8780, 381600, 72586, 113, 10
8790, 252300, 40686, 55, 8
8800, 449200, 75929, 144, 9
8810, 486600, 82242, 152, 9
8820, 449400, 83712, 156, 8
8830, 478000, 85043, 163, 8
8840, 436500, 79163, 158, 8
8850, 343400, 85545, 159, 8
8860, 383800, 88693, 144, 10
8870, 322500, 82054, 134, 8
8880, 334400, 83037, 152, 10
8890, 340000, 80642, 144, 9
8900, 347000, 89072, 160, 10
8910, 509800, 76585, 137, 8
8920, 345600, 83885, 155, 9
8930, 340700, 83144, 149, 9
8940, 355300, 86262, 170, 9
8950, 339300, 85737, 148, 10
8960, 413000, 88440, 149, 10
8970, 381000, 84488, 178, 8
8980, 353100, 87667, 172, 10
8990, 357100, 84177, 148, 10
9000, 347300, 83255, 149, 9
9010, 339300, 82876, 154, 9
9020, 335000, 83028, 141, 10
9030, 360800, 85223, 161, 9
9040, 401600, 79600, 141, 8
9050, 243300, 41161, 63, 7
9060, 360700, 79961, 156, 10
9070, 381800, 86551, 167, 10
9080, 346500, 79093, 117, 9
9090, 338600, 80522, 133, 9
9100, 357900, 83604, 173, 9
9110, 348800, 90281, 156, 10
9120, 452800, 72848, 128, 9
9130, 422700, 84512, 165, 10
9140, 323000, 77883, 131, 9
9150, 359900, 85821, 181, 9
9160, 365000, 87237, 158, 10
9170, 355200, 92425, 176, 9
9180, 347900, 90100, 152, 10
9190, 363900, 85054, 166, 8
9200, 347400, 90721, 155, 9
9210, 347100, 86053, 151, 10
9220, 358400, 88358, 166, 9
9230, 354600, 92867, 165, 8
9240, 349200, 84631, 151, 9
9250, 419200, 87090, 170, 9
9260, 240000, 46910, 57, 9
9270, 356700, 87845, 146, 9
9280, 422100, 90986, 168, 10
9290, 487800, 84926, 150, 9
9300, 393900, 88373, 164, 9
9310, 415000, 86180, 159, 10
9320, 373300, 89708, 153, 9
9330, 355200, 92426, 161, 10
9340, 356600, 91596, 171, 10
9350, 360700, 93262, 169, 8
9360, 356800, 90125, 140, 9
9370, 186400, 40513, 57, 9
9380, 385600, 85759, 161, 11
9390, 430900, 85644, 154, 10
9400, 483400, 88474, 165, 9
9410, 497500, 87567, 164, 9
9420, 510400, 89521, 165, 9
9430, 504200, 85489, 161, 8
9440, 494300, 88102, 145, 9
9450, 503500, 88721, 160, 9
9460, 497700, 86520, 152, 10
9470, 334200, 81385, 124, 9
9480, 367100, 87503, 163, 9
9490, 373400, 86679, 166, 9
9500, 194200, 44879, 58, 8
9510, 361100, 86916, 156, 10
9520, 356200, 93342, 134, 10
9530, 366700, 92093, 174, 8
9540, 366000, 86532, 166, 10
9550, 363400, 85696, 174, 8
9560, 357300, 87054, 159, 9
9570, 365100, 89646, 167, 9
9580, 353200, 85139, 148, 8
9590, 375900, 92762, 172, 8
9600, 364600, 94470, 176, 10
9610, 364400, 93595, 172, 10
9620, 369600, 92288, 177, 9
9630, 353300, 92953, 150, 9
9640, 355600, 91689, 148, 9
9650, 368500, 90147, 179, 8
9660, 370500, 91160, 154, 10
9670, 546700, 94547, 164, 9
9680, 530100, 90263, 173, 8
9690, 547900, 94118, 176, 9
9700, 522400, 92095, 173, 9
9710, 514200, 90376, 175, 10
9720, 503100, 91674, 152, 10
9730, 503600, 96322, 172, 9
9740, 484400, 91071, 182, 10
9750, 530100, 95987, 180, 9
9760, 517800, 96076, 161, 9
9770, 486000, 94503, 170, 9
9780, 488000, 94671, 161, 11
9790, 395400, 89197, 152, 9
9800, 383100, 87832, 161, 10
9810, 374500, 94782, 163, 9
9820, 369000, 92924, 158, 9
9830, 373000, 90546, 162, 10
9840, 370100, 92228, 164, 9
9850, 354200, 89355, 130, 10
9860, 453700, 90520, 162, 9
9870, 407000, 87392, 156, 10
9880, 433400, 95264, 166, 9
9890, 389500, 93902, 168, 9
9900, 398800, 99576, 170, 8
9910, 355700, 88041, 135, 9
9920, 383800, 92206, 149, 9
9930, 375900, 91153, 175, 10
9940, 380800, 97502, 175, 10
9950, 394900, 94972, 184, 9
9960, 377600, 90854, 154, 9
9970, 194000, 42660, 61, 9
9980, 390700, 89019, 171, 9
9990, 383200, 91491, 180, 8
10000, 394100, 95437, 171, 9
