n, time_ns, comparisons, allocations, max_recursion_depth
7780, 645100, 116264, 65529, 8
7790, 714100, 116964, 73655, 8
7800, 727800, 123589, 77716, 8
7810, 786500, 111075, 71912, 9
7820, 789400, 115138, 69235, 9
7830, 756500, 124736, 77185, 8
7840, 660900, 112851, 70852, 8
7850, 683200, 121357, 66317, 8
7860, 573900, 122444, 77781, 8
7870, 744700, 114259, 70750, 8
7880, 637300, 118944, 76070, 8
7890, 593000, 116666, 70176, 8
7900, 599600, 124296, 74198, 8
7910, 573500, 120724, 69196, 8
7920, 619700, 116866, 71896, 8
7930, 650400, 131629, 76929, 8
7940, 628300, 114608, 70013, 8
7950, 610700, 117939, 70642, 9
7960, 662500, 112164, 69992, 8
7970, 676900, 122607, 78968, 8
7980, 678800, 117899, 68990, 8
7990, 679900, 130449, 77121, 8
8000, 632400, 113938, 68469, 8
8010, 667100, 121506, 72938, 8
8020, 625600, 119382, 75160, 8
8030, 653300, 122052, 65596, 8
8040, 587500, 134474, 73040, 7
8050, 693500, 118962, 71212, 8
8060, 693500, 118488, 71252, 8
8070, 596900, 114738, 67443, 8
8080, 597000, 118818, 65875, 8
8090, 619300, 123750, 80583, 8
8100, 679300, 122516, 72517, 9
8110, 724300, 117756, 71887, 8
8120, 624900, 124673, 74057, 9
8130, 633300, 115742, 72878, 9
8140, 836000, 133250, 83734, 8
8150, 778800, 127166, 79859, 8
8160, 638700, 127365, 76695, 8
8170, 614000, 125551, 69299, 8
8180, 637800, 129686, 81880, 8
8190, 621400, 118402, 72829, 8
8200, 646700, 127612, 80450, 8
8210, 625500, 120921, 64926, 10
8220, 628900, 129810, 86048, 8
8230, 612200, 123181, 71992, 8
8240, 607800, 120711, 66518, 8
8250, 601600, 125151, 72670, 8
8260, 616100, 127597, 79409, 8
8270, 668800, 122613, 81664, 8
8280, 665400, 123320, 80711, 8
8290, 613500, 135734, 85326, 9
8300, 608800, 125199, 74709, 8
8310, 633100, 118730, 74463, 9
8320, 617000, 130508, 75741, 8
8330, 625500, 136983, 86947, 8
8340, 646200, 126915, 73879, 9
8350, 627800, 127125, 78444, 8
8360, 633200, 120012, 74575, 9
8370, 647100, 126023, 80916, 8
8380, 715100, 133289, 82162, 8
8390, 808800, 129896, 78745, 10
8400, 948500, 127198, 71894, 8
8410, 697300, 133479, 78124, 9
8420, 727700, 120204, 72438, 8
8430, 652200, 130502, 79279, 8
8440, 641700, 134672, 78613, 8
8450, 719000, 127091, 75928, 9
8460, 647500, 127080, 79425, 8
8470, 664100, 125195, 75305, 8
8480, 812500, 120831, 73409, 8
8490, 842300, 150744, 82900, 8
8500, 848300, 138253, 93380, 8
8510, 865200, 134180, 81681, 8
8520, 821400, 134982, 76192, 8
8530, 771100, 119794, 72595, 9
8540, 796600, 128541, 74426, 8
8550, 819800, 138740, 80650, 9
8560, 806900, 132229, 68427, 9
8570, 831800, 125237, 69111, 9
8580, 834900, 130373, 77775, 8
8590, 821500, 125234, 73351, 8
8600, 808600, 131891, 76659, 8
8610, 842600, 137400, 86192, 8
8620, 831200, 129708, 82070, 8
8630, 828800, 132987, 82432, 8
8640, 680700, 133312, 77438, 9
8650, 624500, 134350, 72433, 8
8660, 657100, 139707, 81058, 8
8670, 736600, 135762, 85984, 8
8680, 816600, 138366, 79355, 8
8690, 717200, 124268, 74861, 9
8700, 751000, 126818, 74105, 9
8710, 669100, 130064, 83314, 8
8720, 647600, 132775, 85206, 8
8730, 707400, 138750, 82631, 8
8740, 664800, 132845, 78948, 8
8750, 644100, 134136, 81336, 8
8760, 660900, 133153, 85453, 8
8770, 670900, 135473, 83773, 8
8780, 776200, 133877, 83622, 8
8790, 804300, 143592, 87131, 8
8800, 782600, 131013, 78725, 8
8810, 712000, 130480, 76612, 8
8820, 688200, 135747, 90284, 9
8830, 663900, 129301, 81763, 8
8840, 648200, 134080, 75454, 9
8850, 683200, 129716, 74579, 9
8860, 931900, 136222, 84549, 8
8870, 676400, 144373, 94148, 8
8880, 821000, 133595, 83743, 8
8890, 730400, 131680, 79861, 8
8900, 843400, 141459, 97766, 8
8910, 829400, 131078, 76956, 8
8920, 882600, 131024, 74022, 8
8930, 878600, 141870, 87084, 9
8940, 766100, 134797, 85144, 8
8950, 677000, 140646, 86122, 8
8960, 765800, 143422, 90450, 8
8970, 785800, 136465, 79969, 8
8980, 689600, 142412, 84071, 8
8990, 676200, 139827, 75642, 9
9000, 668100, 143518, 87898, 8
9010, 688000, 129586, 75869, 8
9020, 686100, 137441, 83199, 8
9030, 682100, 157647, 90933, 8
9040, 685600, 136048, 81011, 8
9050, 668100, 136203, 77863, 8
9060, 680000, 131086, 77936, 8
9070, 669400, 149322, 79126, 8
9080, 690900, 139275, 77008, 8
9090, 722800, 141073, 84669, 9
9100, 746800, 140361, 84408, 8
9110, 909900, 152107, 93444, 8
9120, 799300, 139698, 84865, 9
9130, 929000, 135347, 76558, 8
9140, 739900, 136662, 85757, 8
9150, 783800, 137642, 80540, 8
9160, 967700, 159055, 86577, 8
9170, 923200, 139259, 81714, 8
9180, 872200, 135671, 85854, 8
9190, 817700, 141754, 91050, 9
9200, 696300, 145922, 89109, 9
9210, 703700, 140973, 79603, 8
9220, 688500, 145358, 80790, 8
9230, 710000, 145987, 88235, 8
9240, 736700, 152752, 96164, 8
9250, 873300, 142801, 89760, 9
9260, 826100, 143972, 87237, 8
9270, 698100, 151756, 95277, 7
9280, 766000, 140965, 85173, 8
9290, 890700, 138405, 89012, 9
9300, 833100, 137420, 80582, 9
9310, 818700, 138790, 82063, 8
9320, 1126200, 154322, 90568, 8
9330, 741700, 144561, 86663, 9
9340, 714800, 145997, 87233, 8
9350, 697400, 149904, 93865, 8
9360, 687800, 149842, 86998, 8
9370, 715000, 139845, 90111, 9
9380, 695900, 145401, 93457, 8
9390, 770100, 141395, 84722, 8
9400, 1330300, 148119, 94536, 8
9410, 938700, 150815, 97465, 8
9420, 940400, 151627, 94747, 8
9430, 922700, 142228, 82970, 8
9440, 926900, 138431, 85289, 9
9450, 925200, 145961, 88568, 8
9460, 1259000, 150751, 81663, 8
9470, 935600, 137715, 80964, 9
9480, 831500, 139939, 78595, 9
9490, 768100, 148482, 80544, 8
9500, 805000, 149212, 89759, 8
9510, 781200, 141852, 88270, 9
9520, 746900, 160766, 90558, 8
9530, 1188300, 147399, 86972, 9
9540, 781000, 152006, 96782, 8
9550, 734200, 153084, 102941, 9
9560, 758300, 145318, 92663, 8
9570, 746200, 143425, 91990, 9
9580, 745900, 147724, 91057, 9
9590, 764300, 150016, 89079, 9
9600, 748600, 149466, 84148, 8
9610, 1286600, 143112, 89095, 9
9620, 766800, 147086, 79542, 8
9630, 745600, 144431, 86699, 8
9640, 759600, 149097, 91371, 9
9650, 751000, 148860, 96186, 8
9660, 741000, 150118, 90290, 8
9670, 778900, 143699, 87479, 9
9680, 1237000, 158772, 105865, 8
9690, 824000, 143263, 84921, 9
9700, 776100, 144628, 87311, 9
9710, 833500, 150484, 90563, 8
9720, 755000, 149894, 90264, 9
9730, 778900, 151331, 91997, 9
9740, 788200, 153171, 89617, 8
9750, 1437100, 147706, 90313, 8
9760, 961200, 141241, 86734, 9
9770, 758600, 153590, 87914, 8
9780, 777100, 149831, 90209, 9
9790, 751000, 158115, 90301, 8
9800, 775600, 150744, 89924, 8
9810, 843900, 146177, 86183, 9
9820, 1068000, 154003, 94972, 9
9830, 798800, 163027, 95118, 9
9840, 803100, 146602, 95803, 9
9850, 778500, 158631, 98190, 8
9860, 767500, 156511, 92932, 8
9870, 738200, 150341, 92227, 8
9880, 735500, 149596, 85823, 8
9890, 796200, 154892, 94095, 10
9900, 1201000, 146549, 82715, 9
9910, 871300, 154909, 96877, 8
9920, 782100, 157921, 97305, 8
9930, 767500, 163723, 109694, 8
9940, 781400, 157536, 106459, 8
9950, 776300, 151392, 92761, 8
9960, 786100, 146873, 89642, 9
9970, 1189600, 144137, 81421, 8
9980, 782500, 148836, 85368, 9
9990, 760300, 148689, 84687, 9
10000, 771900, 153041, 97178, 8
