n, time_ns, comparisons, allocations, max_recursion_depth
9270, 944300, 108653, 2038, 12
9280, 982500, 108824, 2041, 12
9290, 1073500, 108872, 2039, 12
9300, 975200, 108966, 2037, 12
9310, 939100, 109146, 2043, 12
9320, 5057000, 109239, 2040, 12
9330, 953800, 109305, 2041, 12
9340, 757100, 109631, 2041, 12
9350, 934700, 109703, 2040, 12
9360, 757200, 109832, 2040, 12
9370, 796800, 110058, 2040, 12
9380, 769600, 110137, 2040, 12
9390, 750100, 110176, 2042, 12
9400, 758800, 110284, 2039, 12
9410, 805500, 110568, 2039, 12
9420, 742900, 110369, 2038, 12
9430, 753600, 110658, 2044, 12
9440, 740100, 110921, 2040, 12
9450, 750000, 110955, 2039, 12
9460, 749900, 111235, 2043, 12
9470, 759200, 111238, 2039, 12
9480, 760400, 111253, 2044, 12
9490, 757600, 111483, 2037, 12
9500, 776500, 111824, 2044, 12
9510, 756200, 111698, 2037, 12
9520, 755800, 111796, 2039, 12
9530, 749800, 111943, 2038, 12
9540, 795100, 111984, 2042, 12
9550, 755500, 112224, 2037, 12
9560, 754800, 112279, 2041, 12
9570, 756800, 112604, 2040, 12
9580, 758800, 112671, 2040, 12
9590, 956800, 112945, 2047, 12
9600, 1057700, 113018, 2037, 12
9610, 1058700, 112951, 2044, 12
9620, 1090700, 113162, 2041, 12
9630, 1037800, 113375, 2045, 12
9640, 1054400, 113389, 2041, 12
9650, 1071500, 113654, 2043, 12
9660, 1375300, 113671, 2043, 12
9670, 976900, 113889, 2042, 12
9680, 813900, 113870, 2037, 12
9690, 840000, 113986, 2037, 12
9700, 911300, 114261, 2042, 12
9710, 783500, 114400, 2040, 12
9720, 1203200, 114701, 2044, 12
9730, 840600, 114699, 2041, 12
9740, 825000, 114850, 2041, 12
9750, 806200, 114894, 2040, 12
9760, 790000, 115031, 2043, 12
9770, 987900, 115270, 2044, 12
9780, 788800, 115297, 2042, 12
9790, 1244900, 115398, 2045, 12
9800, 837000, 115529, 2044, 12
9810, 797800, 115666, 2040, 12
9820, 805000, 115897, 2044, 12
9830, 795700, 116018, 2040, 12
9840, 792600, 115924, 2039, 12
9850, 793100, 116158, 2039, 12
9860, 1080000, 116183, 2042, 12
9870, 925900, 116463, 2044, 12
9880, 847200, 116659, 2045, 12
9890, 905600, 116617, 2039, 12
9900, 801400, 116970, 2045, 12
9910, 787100, 117062, 2043, 12
9920, 798600, 117050, 2041, 12
9930, 1300100, 117406, 2043, 12
9940, 823000, 117325, 2045, 12
9950, 792800, 117373, 2042, 12
9960, 917700, 117708, 2042, 12
9970, 788500, 117898, 2040, 12
9980, 785800, 117953, 2040, 12
9990, 789000, 118108, 2044, 12
10000, 1222200, 118191, 2037, 12
